
Standard Name
UL 55A Standard for Materials for Built-Up Roof Coverings (Ed. 13) UL Edition Date
UL 55A Standard for Materials for Built-Up Roof Coverings (Ed. 14) UL Edition Date
UL 58 Standard for Steel Underground Tanks for Flammable and Combustible Liquids (Ed. 10) UL Edition Date
UL 58.1 Jacketed Steel Underground Tanks for Flammable and Combustible Liquids (Ed. 1) ULC Edition Date
UL 58.2 Special Corrosion Protection Underground Tanks for Flammable and Combustible Liquids (Ed. 1) ULC Edition Date
UL 58.9 Secondary Containment Liners for Underground and Aboveground Flammable and Combustible Liquid Tanks (Ed. 1) ULC Edition Date
UL 58.15 Overfill Protection Devices for Flammable Liquid Storage Tanks (Ed. 1) ULC Edition Date
UL 62 Flexible Cords and Cables (Ed. 20) UL Edition Date
UL 63 Outline of Investigation for Fire Door Frames (Ed. 4) UL Edition Date
UL 66 Fixture Wire (Ed. 2) UL Edition Date
UL 67 Standard for Panelboards (Ed. 13) UL Edition Date
UL 69 Standard for Electric-Fence Controllers (Ed. 10) UL Edition Date
UL 70 Standard for Septic Tanks Bituminous Coated Metal (Ed. 7) UL Edition Date
UL 72 Standard for Tests for Fire Resistance of Record Protection Equipment (Ed. 16) UL Edition Date
UL 72 Tests for Fire Resistance of Record Protection Equipment (Ed. 1) ULC Edition Date
UL 73 Standard for Motor-Operated Appliances (Ed. 10) UL Edition Date
UL 75 Outline of Investigation for Portable Containers and Tanks for Flammable and/or Combustible Liquids (Ed. 1) UL Edition Date
UL 79 Standard for Power-Operated Pumps for Petroleum Dispensing Products (Ed. 10) UL Edition Date
UL 79.1 Manual Pumps For Use With Liquid Petroleum Fuels (Ed. 1) ULC Edition Date
UL 79A Power-Operated Pumps for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 – E85) (Ed. 1) UL Edition Date
UL 79B Power-Operated Pumps for Diesel Fuel Biodiesel Fuel Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations up to 20 Percent (B20) Kerosene and Fuel Oil (Ed. 1) UL Edition Date
UL 80 Standard for Steel Tanks for Oil-Burner Fuels and Other Combustible Liquids (Ed. 12) UL Edition Date
UL 82 Standard for Electric Gardening Appliances (Ed. 9) UL Edition Date
UL 83 Thermoplastic-Insulated Wires and Cables (Ed. 16) UL Edition Date
UL 83A Fluoropolymer Insulated Wire (Ed. 1) UL Edition Date
UL 83B Switchboard and Switchgear Wires and Cables (Ed. 1) UL Edition Date
UL 87 Standard for Power-Operated Dispensing Devices for Petroleum Products (Ed. 12) UL Edition Date
UL 87A Standard for Power-Operated Dispensing Devices for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 – E85) (Ed. 1) UL Edition Date
UL 87B Power-Operated Dispensing Devices for Diesel Fuel Biodiesel Fuel Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations up to 20 Percent (B20) Kerosene and Fuel Oil (Ed. 1) UL Edition Date
UL 87C Outline of Investigation for Power-Operated Dispensing Devices for Diesel Exhaust Fluid (Ed. 6) UL Edition Date
UL 92 Standard for Fire Extinguisher Booster and Noncollapsible Standpipe Hose and Hose Assemblies (Ed. 11) UL Edition Date
UL 94 Standard for Tests for Flammability of Plastic Materials for Parts in Devices and Appliances (Ed. 6) UL Edition Date
UL 96 ANSI/CAN/UL Standard for Lightning Protection Components / Standard for Composants de protection contre la foudre (Ed. 6) UL Edition Date
UL 96A Standard for Installation Requirements for Lightning Protection Systems (Ed. 13) UL Edition Date
UL 98 Enclosed and Dead-Front Switches (Ed. 14) UL Edition Date
UL 98A Outline of Investigation for Open Type Switches (Ed. 2) UL Edition Date
UL 98B Outline of Investigation for Enclosed and Dead-front Switches for use in Photovoltaic Systems (Ed. 3) UL Edition Date
UL 98C Outline of Investigation for Enclosed and Dead-Front Switches 650 – 1000 Volts (Ed. 1) UL Edition Date
UL 100 Sustainability for Gypsum Boards and Panels (Ed. 1) UL EnvironmentEdition Date
UL 101 Standard for Leakage Current for Utilization Equipment (Ed. 6) UL Edition Date
UL 101 STANDARD METHODS OF FIRE ENDURANCE TESTS OF BUILDING CONSTRUCTION AND MATERIALS / Méthodes d’essai normalisées de résistance au feu pour les bâtiments et les matériaux de construction (Ed. 5) ULC Edition Date
UL 101 STANDARD METHODS OF FIRE ENDURANCE TESTS OF BUILDING CONSTRUCTION AND MATERIALS / MÉTHODE NORMALISÉE DES ESSAIS DE COMPORTEMENT AU FEU DES MURS EXTÉRIEURS (Ed. 5) ULC Edition Date
UL 102 Method of Test for Surface Burning Characteristics of Building Materials and Assemblies (Ed. 7) ULC – SupersededEdition Date
UL 102 Method of Test for Surface Burning Characteristics of Building Materials and Assemblies (Ed. 8) ULC – SupersededEdition Date
UL 102 STANDARD METHOD OF TEST FOR SURFACE BURNING CHARACTERISTICS OF BUILDING MATERIALS AND ASSEMBLIES / MÉTHODE D’ESSAI NORMALISÉE CARACTÉRISTIQUES DE COMBUSTION SUPERFICIELLE DES MATÉRIAUX DE CONSTRUCTION ET ASSEMBLAGES (Ed. 8) ULC Edition Date
UL 102 Sustainability for Door Leafs (Ed. 1) UL EnvironmentEdition Date
UL 102.2 Method of Test for Surface Burning Characteristics of Flooring Floor Coverings and Miscellaneous Materials and Assemblies Méthode d’essai normalisée caractéristiques de combustion superficielle des revêtements de sol et des divers matériaux et assemblages (Ed. 7) ULC – SupersededEdition Date
UL 102.2 STANDARD METHOD OF TEST FOR SURFACE BURNING CHARACTERISTICS OF FLOORING FLOOR COVERINGS AND MISCELLANEOUS MATERIALS AND ASSEMBLIES (Ed. 8) ULC – SupersededEdition Date
UL 102.2 STANDARD METHOD OF TEST FOR SURFACE BURNING CHARACTERISTICS OF FLOORING FLOOR COVERINGS AND MISCELLANEOUS MATERIALS AND ASSEMBLIES / MÉTHODE D’ESSAI NORMALISÉE CARACTÉRISTIQUES DE COMBUSTION SUPERFICIELLE DES REVÊTEMENTS DE SOL ET DES DIVERS MATÉRIAUX ET ASSEMBLAGES (Ed. 8) ULC Edition Date
UL 102.3 Standard Method of Fire Test of Light Diffusers and Lenses (Ed. 3) ULC Edition Date
UL 102.3 STANDARD METHOD OF FIRE TEST OF LIGHT DIFFUSERS AND LENSES / MÉTHODE D’ESSAI NORMALISÉE DE RÉSISTANCE AU FEU POUR LES DIFFUSEURS ET VERRES D’APPAREILS D’ÉCLAIRAGE (Ed. 4) ULC Edition Date
UL 102.4 STANDARD METHOD OF TEST FOR FIRE AND SMOKE CHARACTERISTICS OF ELECTRICAL WIRING CABLES AND NON-METALLIC RACEWAYS / MÉTHODE D’ESSAI NORMALISÉE CARACTÉRISTIQUES DE RÉSISTANCE AU FEU ET À LA FUMÉE DES FILS ET CÂBLES ÉLECTRIQUES ET DES CANALISATIONS NON MÉTALLIQUES (Ed. 3) ULC Edition Date
UL 102.4 STANDARD METHOD OF TEST FOR FIRE AND SMOKE CHARACTERISTICS OF ELECTRICAL WIRING CABLES AND NON-METALLIC RACEWAYS / MÉTHODE D’ESSAI NORMALISÉE CARACTÉRISTIQUES DE RÉSISTANCE AU FEU ET À LA FUMÉE DES FILS ET CÂBLES ÉLECTRIQUES ET DES CANALISATIONS NON MÉTALLIQUES (Ed. 4) ULC Edition Date
UL 103 Standard for Factory-Built Chimneys for Residential Type and Building Heating Appliances (Ed. 11) UL Edition Date
UL 103 Standard Specification For “Tin-Clad” Fire Doors Meeting The Performance Required By CAN/ULC-S104 / SPÉCIFICATION NORMALISÉE POUR PORTES COUPE-FEU À REVÊTEMENT MÉTALLIQUE SATISFAISANT AUX EXIGENCES DE LA NORME CAN/ULC-S104 (Ed. 4) ULC Edition Date
UL 103A Masonry Fireplace Adapters for Residential Type and Building Heating Appliance Chimneys (Ed. 1) UL Edition Date
UL 104 Standard for Elevator Door Locking Devices and Contacts (Ed. 11) UL Edition Date
UL 104 STANDARD METHOD FOR FIRE TESTS OF DOOR ASSEMBLIES / MÉTHODE NORMALISÉE DES ESSAIS DE RÉSISTANCE AU FEU DES PORTES (Ed. 4) ULC Edition Date
UL 105 STANDARD SPECIFICATION FOR FIRE DOOR FRAMES MEETING THE PERFORMANCE REQUIRED BY CAN/ULC-S104 / NORME SUR LES CADRES DE PORTE COUPE-FEU SATISFAISANT AUX EXIGENCES DE RENDEMENT DE LA NORME CAN/ULC-S104 (Ed. 4) ULC Edition Date
UL 106 STANDARD METHOD FOR FIRE TESTS OF WINDOW AND GLASS BLOCK ASSEMBLIES / MÉTHODE NORMALISÉE DES ESSAIS DE COMPORTEMENT AU FEU DES FENÊTRES ET DES BRIQUES DE VERRE (Ed. 3) ULC Edition Date
UL 107 Guide for the Investigation of Asbestos-Cement Pipe and Couplings / Méthodes normalisées d’essai de résistance au feu des matériaux de couverture (Ed. 1) ULC Edition Date
UL 107 Methods of Fire Tests of Roof Coverings (Ed. 3) ULC – SupersededEdition Date
UL 107 STANDARD METHODS OF FIRE TESTS OF ROOF COVERINGS / MÉTHODES NORMALISÉES D’ESSAI DE RÉSISTANCE AU FEU DES MATÉRIAUX DE COUVERTURE (Ed. 4) ULC Edition Date
UL 108 Environmental Claim Validation Procedure (ECVP) for Estimating Energy Savings for Energy Saving Power Strips (Ed. 2) UL EnvironmentEdition Date
UL 109 Standard for Tube Fittings for Flammable and Combustible Fluids Refrigeration Service and Marine Use (Ed. 6) UL Edition Date
UL 109 Flame Tests of Flame Resistant Fabrics and Films / Norme relative aux essais de comportement au feu des tissus et pellicules ininflammables (Ed. 1) ULC – SupersededEdition Date
UL 109 STANDARD METHOD FOR FLAME TESTS OF FLAME-RESISTANT FABRICS AND FILMS / MÉTHODE NORMALISÉE DES ESSAIS DE COMPORTEMENT AU FEU DES TISSUS ET PELLICULES ININFLAMMABLES (Ed. 3) ULC Edition Date
UL 110 STANDARD METHODS OF TEST FOR AIR DUCTS / MÉTHODES NORMALISÉES D’ESSAI DES CONDUITS D’AIR (Ed. 3) ULC Edition Date
UL 110 Standard for Sustainability for Mobile Phones (Ed. 2) UL EnvironmentEdition Date
UL 111 Outline of Investigation for Multioutlet Assemblies (Ed. 7) UL Edition Date
UL 111 STANDARD METHOD OF FIRE TESTS FOR AIR FILTER UNITS (Ed. 5) ULC – SupersededEdition Date
UL 111 STANDARD METHOD OF FIRE TESTS FOR AIR FILTER UNITS / MÉTHODE D’ESSAI NORMALISÉE DE RÉSISTANCE AU FEU DES FILTRES (Ed. 5) ULC Edition Date
UL 112 STANDARD METHOD OF FIRE TEST OF FIRE DAMPER ASSEMBLIES / MÉTHODE D’ESSAI NORMALISÉE DE RÉSISTANCE AU FEU DES REGISTRES COUPE-FEU (Ed. 3) ULC – SupersededEdition Date
UL 112.1 STANDARD FOR LEAKAGE RATED DAMPERS FOR USE IN SMOKE CONTROL SYSTEMS / NORME SUR LES REGISTRES ÉTANCHES POUR SYSTÈMES DE DÉSENFUMAGE (Ed. 2) ULC – SupersededEdition Date
UL 112.2 STANDARD METHOD OF FIRE TEST OF CEILING FIRESTOP FLAP ASSEMBLIES / MÉTHODE D’ESSAI NORMALISÉE DE COMPORTEMENT AU FEU DES CLAPETS COUPE-FEU SITUÉS DANS LES PLAFONDS (Ed. 2) ULC – SupersededEdition Date
UL 113 Procedure for the Preparation of a Toxicological Assessment (Ed. 1) UL EnvironmentEdition Date
UL 113 Standard Specification for Wood Core Doors Meeting the Performance Required by CAN4-S104-77 for Twenty Minute Fire Rated Closure Assemblies (Ed. 3) ULC – SupersededEdition Date
UL 113 STANDARD SPECIFICATION FOR WOOD CORE DOORS MEETING THE PERFORMANCE REQUIRED BY CAN/ULC-S104 FOR TWENTY MINUTE FIRE RATED CLOSURE ASSEMBLIES / SPÉCIFICATION DE NORME 
UL 114 Standard Method of Test for Determination of Non-Combustibility in Building Materials / Méthode d’essai normalisée pour la détermination de l’incombustibilité des matériaux de construction (Ed. 3) ULC Edition Date
UL 114 STANDARD METHOD OF TEST FOR DETERMINATION OF NON-COMBUSTIBILITY IN BUILDING MATERIALS / MÉTHODE D’ESSAI NORMALISÉE POUR LA DÉTERMINATION DE L’INCOMBUSTIBILITÉ DES MATÉRIAUX DE CONSTRUCTION (Ed. 4) ULC Edition Date
UL 115 STANDARD METHOD OF FIRE TESTS OF FIRESTOP SYSTEMS (Ed. 4) ULC Edition Date
UL 115 STANDARD METHOD OF FIRE TESTS OF FIRESTOP SYSTEMS / MÉTHODE NORMALISÉE D’ESSAIS DE RÉSISTANCE AU FEU DES DISPOSITIFS COUPE-FEU (Ed. 5) ULC Edition Date
UL 115 Sustainability for Thermal Insulation (Ed. 1) UL EnvironmentEdition Date
UL 118 Indoor Air Quality (Ed. 1) UL Edition Date
UL 118F Managing Fire and Chemical Exposure Risks of Residential Upholstered Furniture (Ed. 1) Underwriters Laboratories IncEdition Date
UL 119 Outline of Investigation for Adapters Fittings and Couplings for Anhydrous Ammonia and Fuel Gases (Ed. 5) UL Edition Date
UL 122 Standard for Photographic Equipment (Ed. 5) UL Edition Date
UL 123 Standard for Oxy-Fuel Gas Torches (Ed. 11) UL Edition Date
UL 124 Outline of Investigation for Hand-Operated Pumps for Flammable and Combustible Liquids (Ed. 4) UL Edition Date
UL 124 Standard Method of Test for the Evaluation of Protective Coverings for Foamed Plastic / Méthode d’essai normalisée évaluation des revêtements protecteurs des mousses plastiques (Ed. 1) ULC – SupersededEdition Date
UL 124 STANDARD METHOD OF TEST FOR THE EVALUATION OF THERMAL BARRIERS FOR FOAMED PLASTIC / MÉTHODE D’ESSAI NORMALISÉE POUR L’ÉVALUATION DES BARRIÈRES THERMIQUES DE LA MOUSSE PLASTIQUE (Ed. 3) ULC Edition Date
UL 125 Flow Control Valves for Anhydrous Ammonia and LP-Gas / Soupapes de régulation de débit pour l (Ed. 10) UL Edition Date
UL 125 Valves for Anhydrous Ammonia and Propane (Other than Safety Relief) (Ed. 1) ULC Edition Date
UL 125 Flow Control Valves for Anhydrous Ammonia and LP-Gas / Soupapes de régulation de débit pour l (Ed. 10) ULC Edition Date
UL 126 STANDARD METHOD OF TEST FOR FIRE SPREAD UNDER ROOF-DECK ASSEMBLIES / MÉTHODE NORMALISÉE D’ESSAI DE PROPAGATION DES FLAMMES SOUS LES PLATELAGES DE TOITS (Ed. 3) ULC Edition Date
UL 126 Standard for Sustainability for Plastic Film Products (Ed. 1) UL EnvironmentEdition Date
UL 127 Standard for Factory-Built Fireplaces (Ed. 9) UL Edition Date
UL 127 Standard Corner Wall Method of Test for Flammability Characteristics of Non-Melting Building Materials (Ed. 1) ULC – SupersededEdition Date
UL 127 STANDARD CORNER WALL METHOD OF TEST FOR FLAMMABILITY CHARACTERISTICS OF NON-MELTING FOAM PLASTIC BUILDING MATERIALS / MÉTHODE D’ESSAI NORMALISÉE D’ALLUMAGE EN COIN VISANT À DÉTERMINER LES CARACTÉRISTIQUES D’INFLAMMABILITÉ DES MATÉRIAUX DE CONSTRUCTION EN MOUSSE PLASTIQUE À L’ÉPREUVE DE LA FUSION (Ed. 6) ULC Edition Date
UL 127.1 Composite Fire-Log Starters (Ed. 1) ULC – SupersededEdition Date
UL 129 STANDARD METHOD OF TEST FOR SMOULDER RESISTANCE OF INSULATION (BASKET METHOD) / MÉTHODE NORMALISÉE D’ESSAI DE RÉSISTANCE À LA COMBUSTION LENTE DES ISOLANTS (MÉTHODE DU PANIER) (Ed. 4) ULC Edition Date
UL 130 Standard for Electric Heating Pads (Ed. 13) UL Edition Date
UL 130 Standard Method of Test for Ignition Resistance of Loose Fill Insulation (Cigarette Method) Méthode normalisée d’essai de résistance à l’allumage de l’isolant thermique cellulosique à bourrage lâche (méthode de la cigarette) (Ed. 2) ULC Edition Date
UL 130 STANDARD METHOD OF TEST FOR IGNITION RESISTANCE OF LOOSE FILL INSULATION (CIGARETTE METHOD) / MÉTHODE NORMALISÉE D’ESSAI DE RÉSISTANCE À L’ALLUMAGE DE L’ISOLANT THERMIQUE CELLULOSIQUE À BOURRAGE LÂCHE (MÉTHODE DE LA CIGARETTE) (Ed. 3) ULC Edition Date
UL 132 Standard for Safety Relief Valves for Anhydrous Ammonia and LP-Gas (Ed. 8) UL Edition Date
UL 132 Standard For Emergency Exit And Emergency Fire Exit Hardware (Ed. 1) ULC – SupersededEdition Date
UL 132 STANDARD METHOD OF TESTS FOR EMERGENCY EXIT AND EMERGENCY FIRE EXIT HARDWARE / MÉTHODE D’ESSAI NORMALISÉE DES SERRURES ANTIPANIQUES DES ISSUES DE SECOURS ET DES PORTES COUPE-FEU (Ed. 3) ULC Edition Date
UL 133 STANDARD METHOD OF TESTS FOR DOOR CLOSERS INTENDED FOR USE WITH SWINGING DOORS / MÉTHODE D’ESSAI NORMALISÉE SUR LES FERME-PORTES CONÇUS POUR ÊTRE UTILISÉS AVEC DES PORTES BATTANTES (Ed. 3) ULC Edition Date
UL 134 STANDARD METHOD OF FIRE TEST OF EXTERIOR WALL ASSEMBLIES (Ed. 2) ULC – SupersededEdition Date
UL 134 STANDARD METHOD OF FIRE TEST OF EXTERIOR WALL ASSEMBLIES / MÉTHODE NORMALISÉE DES ESSAIS DE COMPORTEMENT AU FEU DES MURS EXTÉRIEURS (Ed. 2) ULC Edition Date
UL 135 Standard Test Method for the Determination of Combustibility Parameters of Building Materials Using an Oxygen Consumption Calorimeter (Cone Calorimeter) (Ed. 1) ULC – SupersededEdition Date
UL 135 Standard Test Method for the Determination of Combustibility Parameters of Building Materials Using an Oxygen Consumption Calorimeter (Cone Calorimeter) (Ed. 2) ULC Edition Date
UL 136 Standard for Pressure Cookers (Ed. 8) UL Edition Date
UL 136 STANDARD METHOD OF FIRE TEST OF SPRINKLER PROTECTED WINDOW SYSTEMS / MÉTHODE D’ESSAI NORMALISÉE DE COMPORTEMENT AU FEU DES FENÊTRES PROTÉGÉES PAR GICLEURS (Ed. 1) ULC Edition Date
UL 137 STANDARD METHOD OF TEST FOR FIRE GROWTH OF MATTRESSES (OPEN FLAME TEST) / MÉTHODE D’ESSAI NORMALISÉE POUR LA PROPAGATION DU FEU SUR LES MATELAS (ESSAI À LA FLAMME NUE) (Ed. 2) ULC Edition Date
UL 138 STANDARD METHOD OF TEST FOR FIRE GROWTH OF INSULATED BUILDING PANELS IN A FULL-SCALE ROOM CONFIGURATION / MÉTHODE D’ESSAI NORMALISÉE DE LA PROPAGATION DU FEU DANS LES PANNEAUX DE CONSTRUCTION ISOLÉS D’UNE CONFIGURATION DE PIÈCES À L’ÉCHELLE RÉELLE (Ed. 1) ULC – SupersededEdition Date
UL 138 Standard Method of Test for Fire Growth of Insulated Building Panels in a Full-Scale Room Configuration (Ed. 1) ULC Edition Date
UL 139 Outline of Investigation for Medium- and High-Expansion Foam-Extinguishing System Equipment and Concentrates (Ed. 7) UL Edition Date
UL 139 Standard for Fire Test for Circuit Integrity of Fire-Resistive Power Instrumentation Control and Data Cables / Normes sur d’essai de résistance au feu pour l’évaluation de l’intégrité des circuits des câbles d’alimentation de l’instrumentation des contrôles et données (Ed. 3) ULC Edition Date
UL 140 Standard for Relocking Devices for Safes and Vaults (Ed. 11) UL Edition Date
UL 140 Guide for Investigation of Relocking Devices (Ed. 1) ULC Edition Date
UL 141 Standard for Garment Finishing Appliances (Ed. 9) UL Edition Date
UL 142 Standard for Steel Aboveground Tanks for Flammable and Combustible Liquids (Ed. 10) UL Edition Date
UL 142 STANDARD METHOD OF FIRE TEST FOR HEAT AND VISIBLE SMOKE RELEASE FOR DISCRETE PRODUCTS / MÉTHODE D’ESSAI NORMALISÉE DE COMPORTEMENT AU FEU POUR LA PRODUCTION DE CHALEUR ET DE FUMÉE VISIBLE DES PRODUITS DISCRETS (Ed. 1) ULC Edition Date
UL 142.20 Secondary Containments for Aboveground Flammable and Combustible Liquid Storage Tanks (Ed. 1) ULC Edition Date
UL 142.5 Concrete Encased Steel Aboveground Tank Assemblies for Flammable and Combustible Liquids (Ed. 1) ULC – SupersededEdition Date
UL 142.6 Storage Vaults (Ed. 1) ULC Edition Date
UL 142.14 Nonmetallic Bulk Containers For New Lubricating Oil (Ed. 1) ULC Edition Date
UL 142.17 Special Purpose Relocatable Aboveground Vertical Tanks for Flammable and Combustible Liquids (Ed. 1) ULC Edition Date
UL 142.19 Spill Containment Devices for Aboveground Flammable and Combustible Liquid Storage Tanks (Ed. 1) ULC Edition Date
UL 142.21 Aboveground Used-Oil Systems (Ed. 1) ULC Edition Date
UL 142.22 Contained Vertical Steel Aboveground Tank Assemblies for Flammable and Combustible Liquids (Ed. 1) ULC Edition Date
UL 142A Special Purpose Aboveground Tanks for Specific Flammable or Combustible Liquids (Ed. 1) UL Edition Date
UL 143 Standard Method of Fire Tests for Non-Metallic Electrical and Optical Fibre Cable Raceway Systems (Ed. 1) ULC – SupersededEdition Date
UL 143 STANDARD METHOD OF FIRE TESTS FOR NON-METALLIC ELECTRICAL AND OPTICAL FIBRE CABLE RACEWAY SYSTEMS / MÉTHODE D’ESSAI NORMALISÉE DE COMPORTEMENT AU FEU DES SYSTÈMES DE CANALISATION NON MÉTALLIQUES POUR CÂBLES ÉLECTRIQUES ET À FIBRES OPTIQUES (Ed. 2) ULC Edition Date
UL 144 LP-Gas Regulators / Régulateurs GPL (Ed. 9) UL Edition Date
UL 144 Standard Method of Fire Resistance Test – Grease Duct Assemblies (Ed. 1) ULC – SupersededEdition Date
UL 144 STANDARD METHOD OF FIRE RESISTANCE TEST – GREASE DUCT ASSEMBLIES / MÉTHODE D’ESSAI NORMALISÉE DE RÉSISTANCE AU FEU – CONDUITS DE GRAISSE (Ed. 2) ULC Edition Date
UL 145 STANDARD METHOD OF TEST FOR THE EVALUATION OF PROTECTIVE COVERINGS FOR FOAMED PLASTIC INSULATION – FULL-SCALE ROOM TEST / MÉTHODE D’ESSAI NORMALISÉE POUR L’ÉVALUATION DES REVÊTEMENTS PROTECTEURS DES ISOLATIONS À LA MOUSSE PLASTIQUE – ESSAI DANS UNE PIÈCE EN VRAIE GRANDEUR (Ed. 1) ULC Edition Date
UL 146 Standard Method of Test for the Evaluation of Encapsulation Materials and Assemblies of Materials for the Protection of Structural Timber Element / Méthode d’essai normalisée pour l’évaluation des matériaux d’encapsulation et les assemblages de matériaux aux fins de la protection des éléments de bois de charpente (Ed. 1) ULC Edition Date
UL 147 Standard for Hand-Held Torches for Fuel Gases (Ed. 7) UL Edition Date
UL 147A Standard for Nonrefillable (Disposable) Type Fuel Gas Cylinder Assemblies (Ed. 4) UL Edition Date
UL 147B Standard for Nonrefillable (Disposable) Type Metal Container Assemblies for Butane (Ed. 4) UL Edition Date
UL 150 Standard for Antenna Rotators (Ed. 4) UL Edition Date
UL 153 Standard for Portable Electric Luminaires (Ed. 13) UL Edition Date
UL 154 Carbon-Dioxide Fire Extinguishers (Ed. 9) UL Edition Date
UL 155 Standard for Tests for Fire Resistance of Vault and File Room Doors (Ed. 8) UL Edition Date
UL 155 Preliminary Standards for Tests for Fire Resistance of Vault and File Room Doors (Ed. 1) ULC Edition Date
UL 157 Standard for Gaskets and Seals (Ed. 2) UL Edition Date
UL 162 Standard for Foam Equipment and Liquid Concentrates (Ed. 8) UL Edition Date
UL 162A Outline of Investigation for Fixed Water-Motor Coupled Pumps for Foam Concentrate Proportioning (Ed. 1) UL Edition Date
UL 172 Standard for Sustainability for Toys (Ed. 2) UL EnvironmentEdition Date
UL 174 Standard for Household Electric Storage Tank Water Heaters (Ed. 11) UL Edition Date
UL 175 Standard for Sustainability for Sanitary Paper Products (Ed. 1) UL EnvironmentEdition Date
UL 180 Combustible Liquid Tank Accessories / Accessoires de réservoirs pour liquides combustibles (Ed. 9) UL Edition Date
UL 180 Liquid Level Gauges and Indicators for Fuel Oil and Lubricating Oil Tanks (Ed. 1) ULC Edition Date
